Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Labels,Labels,Labels,Labels,Description,Environment,Watchers,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Custom field (Development),Custom field (Issue color),Custom field (Rank),Sprint,Custom field (Start date),Custom field (Story point estimate),Team Id,Team Name,Custom field (Vulnerability),Parent,Parent key,Parent summary,Status Category,Status Category Changed
E3-03: Helm chart — Spring Boot backend (Deployment + Service + ConfigMap + probes),SCRUM-121,10216,Story,To Do,SCRUM,Digital Factory Observability Service,software,Lina Laaraich,610c1cb7a539cb0068b06a40,Your first project,High,,,,Lina Laaraich,610c1cb7a539cb0068b06a40,Lina Laaraich,610c1cb7a539cb0068b06a40,09/Apr/26 4:19 PM,09/Apr/26 4:22 PM,09/Apr/26 4:22 PM,,20/Apr/26 12:00 AM,0,Kubernetes,,,,"As a developer, I need a Helm chart that deploys the Spring Boot backend into k3s so that the application is reachable from Kong and can talk to RDS.

Acceptance Criteria:
- New chart at charts/spring-boot/ with Chart.yaml, values.yaml, templates/
- Deployment template: configurable replicas, resource requests + limits
- Liveness probe (/actuator/health/liveness), readiness probe (/actuator/health/readiness)
- Service template (ClusterIP, port 80 -> targetPort 8080)
- ConfigMap for Spring application properties
- Secret reference for RDS credentials (DB_USERNAME, DB_PASSWORD, DB_URL)
- ServiceAccount for the pod
- Image pinned by tag (no :latest)
- Installable via helm install spring-boot charts/spring-boot/ -n app --create-namespace
- Pod reaches RDS (verified via /actuator/health)
- Spring Boot logs include trace_id (OTel agent injected)

---
Story Points: 3
Estimate: 0.5 day
Epic: Epic 3 -- K8s Migration
Sprint: SCRUM Sprint 2
Due date: 23 Apr 2026
Blocks: E3-09, E3-10
Blocked by: E3-01",,Lina Laaraich,610c1cb7a539cb0068b06a40,,,,,,,,,,,0|i000cn:,SCRUM Sprint 2,09/Apr/26 12:00 AM,3.0,6f3a0d39-46e6-4fe8-bd10-eaff50217004,Observability Interns,,10212,SCRUM-117,Epic 3 -- Kubernetes Migration of Monitored Target,To Do,09/Apr/26 4:19 PM
"E3-02: Image build + k3s containerd import via Ansible (no registry, no CI)",SCRUM-120,10215,Story,To Do,SCRUM,Digital Factory Observability Service,software,Lina Laaraich,610c1cb7a539cb0068b06a40,Your first project,Highest,,,,Lina Laaraich,610c1cb7a539cb0068b06a40,Lina Laaraich,610c1cb7a539cb0068b06a40,09/Apr/26 4:19 PM,09/Apr/26 4:22 PM,09/Apr/26 4:23 PM,,20/Apr/26 12:00 AM,0,Kubernetes,,,,"As a platform engineer, I need first-party container images (triage service + 5 MCP servers) loaded into the k3s host's containerd cache so that Helm-deployed pods can run them without a registry.

Why no registry/CI: single-node k3s with one or two contributors. ECR + GitHub Actions adds operational surface area we don't need. k3s containerd lets us import tarballs directly.

Acceptance Criteria:
- Dockerfiles for triage + 5 MCP servers exist (extracted from current docker-compose builds)
- Ansible role/tasks that, for each image:
  1. docker build -t cires/<name>:<tag> <context>
  2. docker save cires/<name>:<tag> -o /tmp/<name>.tar
  3. sudo k3s ctr images import /tmp/<name>.tar (on k3s host)
- Image tag pinned via single image_tag variable in group_vars
- All Helm charts reference cires/<name>:<image_tag> with imagePullPolicy: IfNotPresent
- Verification: sudo k3s crictl images shows all 6 cires/* images
- Verification: helm install of AI stack succeeds without ImagePullBackOff
- README documents build+import flow and the upgrade path to ECR+CI when multi-node is needed

---
Story Points: 3
Estimate: 0.5 day
Epic: Epic 3 -- K8s Migration
Sprint: SCRUM Sprint 2
Due date: 23 Apr 2026
Blocks: E3-05
Blocked by: E3-01",,Lina Laaraich,610c1cb7a539cb0068b06a40,,,,,,,,,,,0|i000cf:,SCRUM Sprint 2,09/Apr/26 12:00 AM,3.0,6f3a0d39-46e6-4fe8-bd10-eaff50217004,Observability Interns,,10212,SCRUM-117,Epic 3 -- Kubernetes Migration of Monitored Target,To Do,09/Apr/26 4:19 PM
"E3-01: Bootstrap k3s on EC2 via Ansible — xanmanning.k3s, pinned, Traefik disabled",SCRUM-119,10214,Story,To Do,SCRUM,Digital Factory Observability Service,software,Lina Laaraich,610c1cb7a539cb0068b06a40,Your first project,Highest,,,,Lina Laaraich,610c1cb7a539cb0068b06a40,Lina Laaraich,610c1cb7a539cb0068b06a40,09/Apr/26 4:19 PM,09/Apr/26 4:23 PM,09/Apr/26 4:23 PM,,20/Apr/26 12:00 AM,0,Kubernetes,,,,"As a platform engineer, I need a single-node k3s cluster running on EC2 so that the Helm-deployed workloads have somewhere to run.

Acceptance Criteria:
- xanmanning.k3s role added to requirements.yml, version v3.4.4 pinned
- New playbook playbooks/k3s.yml bootstraps k3s on a single host
- k3s_release_version pinned to a specific v1.30.x+k3s1 release
- Traefik disabled (k3s_server.disable: [traefik])
- write-kubeconfig-mode: '0644'
- kubeconfig fetched back to control machine, server URL rewritten from 127.0.0.1 to EC2 IP
- New inventory group k3s_cluster wired into site.yml
- Verification: kubectl get nodes returns 1 Ready node from the control machine

---
Story Points: 3
Estimate: 0.5 day
Epic: Epic 3 -- K8s Migration
Sprint: SCRUM Sprint 2
Due date: 23 Apr 2026
Blocks: E3-03 through E3-10
Blocked by: SCRUM-63 (rescoped Terraform)",,Lina Laaraich,610c1cb7a539cb0068b06a40,,,,,,,,,,,0|i000c7:,SCRUM Sprint 2,09/Apr/26 12:00 AM,3.0,6f3a0d39-46e6-4fe8-bd10-eaff50217004,Observability Interns,,10212,SCRUM-117,Epic 3 -- Kubernetes Migration of Monitored Target,To Do,09/Apr/26 4:19 PM
Epic 4 -- AI Triage Service Hardening,SCRUM-118,10213,Epic,To Do,SCRUM,Digital Factory Observability Service,software,Lina Laaraich,610c1cb7a539cb0068b06a40,Your first project,Medium,,,,Lina Laaraich,610c1cb7a539cb0068b06a40,Lina Laaraich,610c1cb7a539cb0068b06a40,09/Apr/26 4:19 PM,09/Apr/26 4:27 PM,,,,0,AI,,,,"Targeted reliability and observability improvements to the AI triage pipeline beyond the MVP. Three high-leverage stories covering the most impactful weaknesses identified after Epic 2. Larger AI maturity work (calibration sets, prompt engineering, model A/B testing) is deferred to a future sprint.

Goals:
- Eliminate Ollama-related pipeline hangs
- Replace fragile free-text parsing with strict JSON schema enforcement
- Add self-observability so future iteration is data-driven",,Lina Laaraich,610c1cb7a539cb0068b06a40,,,,,,,,,,,0|i000bz:,,09/Apr/26 12:00 AM,,,,,,,,To Do,09/Apr/26 4:19 PM
Epic 3 -- Kubernetes Migration of Monitored Target,SCRUM-117,10212,Epic,To Do,SCRUM,Digital Factory Observability Service,software,Lina Laaraich,610c1cb7a539cb0068b06a40,Your first project,High,,,,Lina Laaraich,610c1cb7a539cb0068b06a40,Lina Laaraich,610c1cb7a539cb0068b06a40,09/Apr/26 4:19 PM,09/Apr/26 4:27 PM,09/Apr/26 4:27 PM,,,0,Kubernetes,,,,"Migrate the monitored infrastructure (Spring Boot, Kong, AI RCA pipeline, Ollama) from per-VM docker-compose to a single-node k3s cluster on EC2. The monitoring stack (Prometheus, Grafana, Loki, Jaeger) stays on its own VM and reaches into the cluster via kubernetes_sd_configs and an in-cluster OTel Collector DaemonSet.

Goals:
- Single-node k3s cluster on EC2 (HA deferred)
- Three Helm charts: Spring Boot (in-house), Kong (upstream), AI stack (in-house)
- First-party images built locally and imported into k3s containerd (no registry, no CI)
- Monitoring VM unchanged but reconfigured to scrape the cluster
- All 17 Grafana alert rules migrated to K8s label selectors
- End-to-end validation against the K8s target

Out of scope (sprint 3+):
- Multi-node HA / k3s embedded etcd
- ArgoCD / GitOps adoption
- Calico / Cilium for NetworkPolicy enforcement
- Longhorn for distributed storage
- Migrating the monitoring stack itself to K8s (deliberately rejected)",,Lina Laaraich,610c1cb7a539cb0068b06a40,,,,,,,,,,,0|i000br:,,09/Apr/26 12:00 AM,,,,,,,,To Do,09/Apr/26 4:19 PM
Epic 2 -- AI RCA System MVP,SCRUM-85,10148,Epic,To Do,SCRUM,Digital Factory Observability Service,software,Lina Laaraich,610c1cb7a539cb0068b06a40,Your first project,Medium,,,,Lina Laaraich,610c1cb7a539cb0068b06a40,Lina Laaraich,610c1cb7a539cb0068b06a40,31/Mar/26 9:13 AM,09/Apr/26 11:20 AM,09/Apr/26 4:15 PM,,23/Apr/26 12:00 AM,0,Alerting,Anomaly-Detection,"LLM,",Observability,,,Lina Laaraich,610c1cb7a539cb0068b06a40,,,,,,,,,,dark_blue,0|i000bj:,SCRUM Sprint 2,25/Mar/26 12:00 AM,,6f3a0d39-46e6-4fe8-bd10-eaff50217004,Observability Interns,,,,,To Do,31/Mar/26 9:13 AM
Epic 1 -- AWS Infrastructure Provisioning and Configuration,SCRUM-84,10147,Epic,To Do,SCRUM,Digital Factory Observability Service,software,Lina Laaraich,610c1cb7a539cb0068b06a40,Your first project,Medium,,Lina Laaraich,610c1cb7a539cb0068b06a40,Lina Laaraich,610c1cb7a539cb0068b06a40,Lina Laaraich,610c1cb7a539cb0068b06a40,31/Mar/26 9:13 AM,09/Apr/26 11:19 AM,09/Apr/26 4:16 PM,,23/Apr/26 12:00 AM,0,Ansible,AWS,Terraform,,,,Lina Laaraich,610c1cb7a539cb0068b06a40,,,,,,,,,,dark_green,0|i000bb:,SCRUM Sprint 2,25/Mar/26 12:00 AM,,6f3a0d39-46e6-4fe8-bd10-eaff50217004,Observability Interns,,,,,To Do,31/Mar/26 9:13 AM
"E2-12: End-to-end integration — load-test, alert, triage, LLM, RCA email",SCRUM-83,10114,Story,To Do,SCRUM,Digital Factory Observability Service,software,Lina Laaraich,610c1cb7a539cb0068b06a40,Your first project,Highest,,Riham Kontar,712020:0897b05b-187b-416b-8b0f-af444750172b,Lina Laaraich,610c1cb7a539cb0068b06a40,Lina Laaraich,610c1cb7a539cb0068b06a40,31/Mar/26 12:26 AM,09/Apr/26 11:16 AM,09/Apr/26 11:16 AM,,20/Apr/26 12:00 AM,0,Validation,,,,"As a developer, I can trigger a real alert and see the full pipeline execute end-to-end so that the MVP is proven. This is the Sprint 2 demo gate.

Acceptance Criteria:
- load-test.sh triggers latency alert (p95 > 500ms/5m)
- Layer 1: Grafana fires webhook to :8090 — verified in logs
- Layer 2: Triage deduplicates, checks history, decides investigate
- Layer 3: Ollama queries MCP bridges — logs show calls to Prometheus, Loki, Jaeger, Drain3, RCA History
- Structured JSON verdict: ESCALATE or DISMISS with RCA
- On ESCALATE: email received with Drain3 annotations, evidence, suggested actions
- Decision stored in SQLite — visible at GET /decisions
- Total pipeline latency under 60 seconds
- Second identical alert within 5 min: deduplicated (no second LLM call)
- RCA History MCP: second investigation references first RCA

Story Points: 3
Estimate: 0.5 day
Epic: AI RCA System (MVP)
Milestone: Sprint 2 complete",,Lina Laaraich,610c1cb7a539cb0068b06a40,,,,,,,,,,,0|i000b3:,SCRUM Sprint 2,,3.0,6f3a0d39-46e6-4fe8-bd10-eaff50217004,Observability Interns,,10148,SCRUM-85,Epic 2 -- AI RCA System MVP,To Do,31/Mar/26 12:26 AM
E2-11: Docker-compose for AI stack — triage + 5 MCP servers + Ollama,SCRUM-82,10113,Story,To Do,SCRUM,Digital Factory Observability Service,software,Lina Laaraich,610c1cb7a539cb0068b06a40,Your first project,Highest,,Lina Laaraich,610c1cb7a539cb0068b06a40,Lina Laaraich,610c1cb7a539cb0068b06a40,Lina Laaraich,610c1cb7a539cb0068b06a40,31/Mar/26 12:26 AM,09/Apr/26 11:16 AM,09/Apr/26 11:15 AM,,16/Apr/26 12:00 AM,0,Docker,,,,"As a developer, I can containerize the full AI triage stack with docker-compose so that it deploys reproducibly.

Acceptance Criteria:
- ai-compose.yml.j2 Ansible template with 7 services
- triage-service: port 8090, volumes for drain3_state and rca_history.db
- ollama: port 11434, runtime:nvidia for GPU passthrough, model storage volume
- prometheus-mcp: port 8091, PROMETHEUS_URL from group_vars
- loki-mcp: port 8092, LOKI_URL from group_vars
- jaeger-mcp: port 8093, JAEGER_URL from group_vars
- drain3-mcp: port 8094, connects to triage Drain3 state
- rca-history-mcp: port 8095, reads triage SQLite volume
- nvidia-container-toolkit installed on AI VM
- Health checks for all 7 services
- Ansible host group ai added; playbooks/ai.yml deploys full stack

Story Points: 5
Estimate: 1 day
Epic: AI RCA System (MVP)",,Lina Laaraich,610c1cb7a539cb0068b06a40,,,,,,,,,,,0|i000av:,SCRUM Sprint 2,,5.0,6f3a0d39-46e6-4fe8-bd10-eaff50217004,Observability Interns,,10148,SCRUM-85,Epic 2 -- AI RCA System MVP,To Do,31/Mar/26 12:26 AM
E2-10: Decision history — /decisions endpoint + RCA History MCP (:8095) + dashboard,SCRUM-81,10112,Story,To Do,SCRUM,Digital Factory Observability Service,software,Lina Laaraich,610c1cb7a539cb0068b06a40,Your first project,High,,wael zidane,712020:d45469f1-f3f4-4e45-83b5-562ffe44172a,Lina Laaraich,610c1cb7a539cb0068b06a40,Lina Laaraich,610c1cb7a539cb0068b06a40,31/Mar/26 12:26 AM,09/Apr/26 11:15 AM,09/Apr/26 11:15 AM,,17/Apr/26 12:00 AM,0,FastAPI,,,,"As a developer, I can view all past RCA decisions so that the demo shows decision history and audit trail.

Acceptance Criteria:
- SQLite at /data/rca_history.db (volume-mounted) with full schema
- GET /decisions returns last N (default 50), sorted by timestamp desc
- GET /decisions?alert_name=X filters by alert name
- RCA History MCP on port 8095: get_recent_rcas(hours), search_rcas(alert_name, days), get_rca_detail(rca_id), get_alert_frequency(alert_name, days)
- Optional: /dashboard HTML page showing decision log as styled table

Story Points: 3
Estimate: 0.5 day
Epic: AI RCA System (MVP)",,Lina Laaraich,610c1cb7a539cb0068b06a40,,,,,,,,,,,0|i000an:,SCRUM Sprint 2,,3.0,6f3a0d39-46e6-4fe8-bd10-eaff50217004,Observability Interns,,10148,SCRUM-85,Epic 2 -- AI RCA System MVP,To Do,31/Mar/26 12:26 AM
E2-09: 5-minute timeout fallback — raw alert passthrough (safety gate),SCRUM-80,10111,Story,In Progress,SCRUM,Digital Factory Observability Service,software,Lina Laaraich,610c1cb7a539cb0068b06a40,Your first project,Highest,,Riham Kontar,712020:0897b05b-187b-416b-8b0f-af444750172b,Lina Laaraich,610c1cb7a539cb0068b06a40,Lina Laaraich,610c1cb7a539cb0068b06a40,31/Mar/26 12:26 AM,09/Apr/26 11:15 AM,09/Apr/26 11:15 AM,,14/Apr/26 12:00 AM,0,"FastAPI,",Safety,,,"As an on-call engineer, if the LLM takes longer than 5 minutes I still receive the raw alert so that the AI layer never silently swallows an alert.

Acceptance Criteria:
- Entire pipeline in asyncio.wait_for(timeout=300)
- On TimeoutError: raw alert email with subject [ALERT] TIMEOUT: alert_name
- Timeout logged with alertname, elapsed time, pipeline stage at timeout
- Stored in RCA History as triage_decision: timeout_passthrough
- Implemented and tested BEFORE LLM integration
- Test: mock Ollama with 6-min sleep then verify raw alert email at exactly 5 min

Story Points: 3
Estimate: 0.5 day
Epic: AI RCA System (MVP)",,Lina Laaraich,610c1cb7a539cb0068b06a40,,,,,,,,,,,0|i000af:,SCRUM Sprint 2,,3.0,6f3a0d39-46e6-4fe8-bd10-eaff50217004,Observability Interns,,10148,SCRUM-85,Epic 2 -- AI RCA System MVP,In Progress,09/Apr/26 10:51 AM
E2-08: ESCALATE action — send RCA email via SMTP,SCRUM-79,10110,Story,In Progress,SCRUM,Digital Factory Observability Service,software,Lina Laaraich,610c1cb7a539cb0068b06a40,Your first project,Highest,,Riham Kontar,712020:0897b05b-187b-416b-8b0f-af444750172b,Lina Laaraich,610c1cb7a539cb0068b06a40,Lina Laaraich,610c1cb7a539cb0068b06a40,31/Mar/26 12:26 AM,09/Apr/26 11:14 AM,09/Apr/26 11:14 AM,,14/Apr/26 12:00 AM,0,FastAPI,,,,"As an on-call engineer, when the LLM decides ESCALATE I receive an email with the full RCA so that I have actionable context without opening any dashboard.

Acceptance Criteria:
- On ESCALATE: email via smtplib with Gmail SMTP (smtp.gmail.com:587, TLS)
- Subject: [ALERT] severity: alert_name — affected_service
- Body: alert name, firing time, severity, LLM RCA report, suggested actions, confidence, evidence, dashboard links, RCA history context
- On DISMISS: no email, decision logged with reasoning
- Every decision stored in SQLite RCA History with full schema
- SMTP credentials via env vars
- SMTP failure does not crash pipeline — logged, decision still stored
- Test: trigger ESCALATE then verify email received with all fields

Story Points: 5
Estimate: 1 day
Epic: AI RCA System (MVP)",,Lina Laaraich,610c1cb7a539cb0068b06a40,,,,,,,,,,,0|i000a7:,SCRUM Sprint 2,,5.0,6f3a0d39-46e6-4fe8-bd10-eaff50217004,Observability Interns,,10148,SCRUM-85,Epic 2 -- AI RCA System MVP,In Progress,07/Apr/26 11:11 AM
E2-07: LLM prompt template + ESCALATE/DISMISS decision parser,SCRUM-78,10109,Story,In Progress,SCRUM,Digital Factory Observability Service,software,Lina Laaraich,610c1cb7a539cb0068b06a40,Your first project,Highest,,Riham Kontar,712020:0897b05b-187b-416b-8b0f-af444750172b,Lina Laaraich,610c1cb7a539cb0068b06a40,Lina Laaraich,610c1cb7a539cb0068b06a40,31/Mar/26 12:26 AM,09/Apr/26 11:14 AM,09/Apr/26 11:14 AM,,14/Apr/26 12:00 AM,0,LLM,,,,"As an on-call engineer, I receive ESCALATE or DISMISS with a written RCA so that I know exactly what action to take.

Acceptance Criteria:
- System prompt defines SRE assistant role with clear investigation instructions
- Prompt includes: alert metadata, pre-gathered context (metrics + Drain3-annotated logs + traces), MCP tool definitions for all 5 bridges
- LLM responds with JSON: decision, severity, reason, rca, anomaly_summary, suggested_actions, evidence
- Pydantic LLMDecision validates output — decision enum: ESCALATE or DISMISS
- On parse failure: retry once with stricter instruction, then default ESCALATE (safe fallback)
- Raw LLM response always logged regardless of parse success
- Queries Ollama at :11434/api/chat with MCP tool definitions — LLM autonomously calls tools
- Cross-pillar instruction in prompt
- Investigation duration logged

Story Points: 8
Estimate: 1.5 days
Epic: AI RCA System (MVP)",,Lina Laaraich,610c1cb7a539cb0068b06a40,,,,,,,,,,,0|i0009z:,SCRUM Sprint 2,,8.0,6f3a0d39-46e6-4fe8-bd10-eaff50217004,Observability Interns,,10148,SCRUM-85,Epic 2 -- AI RCA System MVP,In Progress,07/Apr/26 11:11 AM
E2-06: Parallel context fan-out — Prometheus + Loki + Jaeger,SCRUM-77,10108,Story,In Progress,SCRUM,Digital Factory Observability Service,software,Lina Laaraich,610c1cb7a539cb0068b06a40,Your first project,Highest,,Riham Kontar,712020:0897b05b-187b-416b-8b0f-af444750172b,Lina Laaraich,610c1cb7a539cb0068b06a40,Lina Laaraich,610c1cb7a539cb0068b06a40,31/Mar/26 12:26 AM,09/Apr/26 11:14 AM,09/Apr/26 11:14 AM,,14/Apr/26 12:00 AM,0,FastAPI,,,,"As the triage service, I can concurrently query all three pillars so that context gathering stays under 10 seconds.

Acceptance Criteria:
- asyncio.gather queries Prometheus (query_range, T-15m), Loki (search_logs, 50 lines), Jaeger (find_traces, 20 limit) concurrently
- Per-source timeout: 8 seconds — on timeout, partial context with note
- Total gathering under 10 seconds
- Loki lines passed through Drain3 analyze() for annotation
- Jaeger data includes span names, durations, error flags, trace_ids
- Prometheus data includes metric values, timestamps, labels
- If all sources timeout: LLM still invoked with alert metadata + MCP tools (degraded mode)
- Logged with per-source latency: prometheus_ms, loki_ms, jaeger_ms, total_ms

Story Points: 5
Estimate: 1 day
Epic: AI RCA System (MVP)",,Lina Laaraich,610c1cb7a539cb0068b06a40,,,,,,,,,,,0|i0009r:,SCRUM Sprint 2,,5.0,6f3a0d39-46e6-4fe8-bd10-eaff50217004,Observability Interns,,10148,SCRUM-85,Epic 2 -- AI RCA System MVP,In Progress,06/Apr/26 2:16 PM
E2-05: Alert deduplication + 5-min grouping window,SCRUM-76,10107,Story,In Review,SCRUM,Digital Factory Observability Service,software,Lina Laaraich,610c1cb7a539cb0068b06a40,Your first project,Highest,,Riham Kontar,712020:0897b05b-187b-416b-8b0f-af444750172b,Lina Laaraich,610c1cb7a539cb0068b06a40,Lina Laaraich,610c1cb7a539cb0068b06a40,31/Mar/26 12:26 AM,09/Apr/26 11:14 AM,09/Apr/26 11:14 AM,,14/Apr/26 12:00 AM,0,FastAPI,,,,"As an operator, repeated firings of the same alert within 5 minutes are deduplicated so that Ollama is not called 20 times for one flapping alert.

Acceptance Criteria:
- In-memory dict keyed by (alertname, instance) with TTL = 5 minutes
- Duplicate within window: LLM call skipped, logged as deduplicated with window_remaining_seconds
- New or expired: proceeds to full pipeline
- Thread-safe with asyncio.Lock
- Resolve + re-fire within window: TTL resets, alert re-processed
- All dedup events logged with alertname, instance, action, duplicate count
- Test: 10 identical alerts in 5 min results in exactly 1 LLM invocation, 9 deduplicated

Story Points: 5
Estimate: 1 day
Epic: AI RCA System (MVP)",,Lina Laaraich,610c1cb7a539cb0068b06a40,,,,,,,,,,,0|i0009j:,SCRUM Sprint 2,,5.0,6f3a0d39-46e6-4fe8-bd10-eaff50217004,Observability Interns,,10148,SCRUM-85,Epic 2 -- AI RCA System MVP,In Progress,06/Apr/26 2:13 PM
"E2-04: FastAPI scaffold — webhook receivers, async processing, health endpoint",SCRUM-75,10106,Story,In Review,SCRUM,Digital Factory Observability Service,software,Lina Laaraich,610c1cb7a539cb0068b06a40,Your first project,Highest,,Riham Kontar,712020:0897b05b-187b-416b-8b0f-af444750172b,Lina Laaraich,610c1cb7a539cb0068b06a40,Lina Laaraich,610c1cb7a539cb0068b06a40,31/Mar/26 12:26 AM,09/Apr/26 11:12 AM,09/Apr/26 11:12 AM,,14/Apr/26 12:00 AM,0,FastAPI,,,,"As a developer, I can POST an alert webhook to /webhook/grafana and receive 202 Accepted immediately so that Grafana never times out.

Acceptance Criteria:
- POST /webhook/grafana accepts Grafana webhook JSON, returns 202 within 100ms
- POST /webhook/drain3 accepts Drain3 notification JSON, returns 202 within 100ms
- Both process async via FastAPI BackgroundTasks
- Pydantic models: GrafanaWebhook and Drain3Webhook with validation
- Invalid payloads return 422 with validation errors
- GET /health returns status, uptime, version
- GET /decisions returns last N decisions (default 50)
- Structured JSON logging for all requests
- Dockerfile with env vars: PROMETHEUS_URL, LOKI_URL, JAEGER_URL, OLLAMA_URL, SMTP_HOST, SMTP_USER, SMTP_PASSWORD, NOTIFICATION_EMAIL

Story Points: 3
Estimate: 0.5 day
Epic: AI RCA System (MVP)
Blocks: Track B3",,Lina Laaraich,610c1cb7a539cb0068b06a40,,,,,,,,,,,0|i0009b:,SCRUM Sprint 2,,3.0,6f3a0d39-46e6-4fe8-bd10-eaff50217004,Observability Interns,,10148,SCRUM-85,Epic 2 -- AI RCA System MVP,In Progress,02/Apr/26 11:23 AM
E2-15: Drain3 observability — /stats endpoint + Prometheus metrics + MCP (:8094),SCRUM-74,10105,Story,To Do,SCRUM,Digital Factory Observability Service,software,Lina Laaraich,610c1cb7a539cb0068b06a40,Your first project,High,,Lina Laaraich,610c1cb7a539cb0068b06a40,Lina Laaraich,610c1cb7a539cb0068b06a40,Lina Laaraich,610c1cb7a539cb0068b06a40,31/Mar/26 12:26 AM,09/Apr/26 11:12 AM,09/Apr/26 11:12 AM,,14/Apr/26 12:00 AM,0,"Anomaly-Detection,",Observability,,,"As an operator, I can see Drain3 cluster statistics and anomaly rates so that I can validate the anomaly detection layer.

Acceptance Criteria:
- GET /drain3/stats returns: total_clusters, recent_anomaly_rate, top_new_patterns, last_snapshot_time, baseline_age_seconds
- Prometheus metrics: drain3_clusters_total, drain3_anomalies_total, drain3_log_lines_processed_total, drain3_baseline_age_seconds
- Triage service added as Prometheus scrape target
- Grafana alert for drift detection (50+ new clusters/hour or anomaly rate <0.1% for 30min)
- Drain3 MCP on port 8094: get_clusters(), get_anomaly_rate(), match_log(line), get_baseline_info()

Story Points: 3
Estimate: 0.5 day
Epic: AI RCA System (MVP)",,Lina Laaraich,610c1cb7a539cb0068b06a40,,,,,,,,,,,0|i00093:,SCRUM Sprint 2,,3.0,6f3a0d39-46e6-4fe8-bd10-eaff50217004,Observability Interns,,10148,SCRUM-85,Epic 2 -- AI RCA System MVP,To Do,31/Mar/26 12:26 AM
E2-14: Drain3 + Loki integration — annotate log lines in LLM context,SCRUM-73,10104,Story,To Do,SCRUM,Digital Factory Observability Service,software,Lina Laaraich,610c1cb7a539cb0068b06a40,Your first project,Highest,,Lina Laaraich,610c1cb7a539cb0068b06a40,Lina Laaraich,610c1cb7a539cb0068b06a40,Lina Laaraich,610c1cb7a539cb0068b06a40,31/Mar/26 12:26 AM,09/Apr/26 11:12 AM,09/Apr/26 11:12 AM,,14/Apr/26 12:00 AM,0,Anomaly-Detection,,,,"As the triage service, I can stream recent logs through Drain3 and get anomaly scores so that the LLM context includes which log lines are novel vs routine.

Acceptance Criteria:
- During context gathering, every Loki log line passed through Drain3 analyze()
- Each line prefixed: [ANOMALY] (new/rare, <5 matches) or [KNOWN] (established, >=5 matches)
- Anomaly summary block in LLM context: X of Y lines anomalous, N new patterns, top templates
- Annotated logs appear in prompt before MCP tool definitions
- LLM can also query Drain3 MCP (:8094) for deeper analysis
- Test: inject novel log pattern then verify it appears as [ANOMALY] in assembled prompt

Story Points: 5
Estimate: 1 day
Epic: AI RCA System (MVP)",,Lina Laaraich,610c1cb7a539cb0068b06a40,,,,,,,,,,,0|i0008v:,SCRUM Sprint 2,,5.0,6f3a0d39-46e6-4fe8-bd10-eaff50217004,Observability Interns,,10148,SCRUM-85,Epic 2 -- AI RCA System MVP,To Do,31/Mar/26 12:26 AM
E2-13: Drain3 setup — log template mining + persistence,SCRUM-72,10103,Story,To Do,SCRUM,Digital Factory Observability Service,software,Lina Laaraich,610c1cb7a539cb0068b06a40,Your first project,Highest,,Lina Laaraich,610c1cb7a539cb0068b06a40,Lina Laaraich,610c1cb7a539cb0068b06a40,Lina Laaraich,610c1cb7a539cb0068b06a40,31/Mar/26 12:26 AM,09/Apr/26 11:11 AM,09/Apr/26 11:11 AM,,14/Apr/26 12:00 AM,0,Anomaly-Detection,,,,"As the triage service, I have an unsupervised anomaly detection layer so that novel or rare log patterns are flagged before the LLM sees them.

Acceptance Criteria:
- drain3 pip package initialized within triage service process
- drain3.ini: similarity threshold ~0.4, max clusters, depth tuned for Spring Boot and Kong logs
- FileStatePersistence with volume mount — state survives restarts
- On startup: fetch last 1h of logs from Loki to seed baseline (first run only)
- analyze(log_line) returns: cluster_id, template, is_new_pattern, change_type
- S3 periodic snapshots of Drain3 state (configurable, default: daily)
- Known-good baseline tagging after confirmed healthy period
- Automated weekly reset from latest known-good snapshot
- Background log ingestion loop polling Loki every 30s

Story Points: 5
Estimate: 1 day
Epic: AI RCA System (MVP)",,Lina Laaraich,610c1cb7a539cb0068b06a40,,,,,,,,,,,0|i0008n:,SCRUM Sprint 2,,5.0,6f3a0d39-46e6-4fe8-bd10-eaff50217004,Observability Interns,,10148,SCRUM-85,Epic 2 -- AI RCA System MVP,To Do,31/Mar/26 12:26 AM
